it|dt1|dt2|dt3|dt4|dt5|dt6|dt7|dt8|dt9|dt10|Or
93 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117829 
94 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117825 
95 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117808 
96 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117819 
97 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117841 
98 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1911784 
99 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1911785 
100 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.19117878 
-----------------GENEL TOPLAM-----------------------
101 | 23 | 395 | 51 | 12 | 6 | 3 | 2 | 1 | 1 | 0 | 0.20144598 
-----------------SAMPLE SONU-----------------------
-----------------SAMPLE-----------------------
1 | 40 | 58 | 52 | 41 | 55 | 47 | 62 | 42 | 46 | 57 | 0.5078745 
2 | 92 | 48 | 51 | 40 | 51 | 46 | 56 | 43 | 41 | 32 | 0.43397444 
3 | 133 | 41 | 50 | 37 | 54 | 50 | 48 | 35 | 33 | 19 | 0.37864655 
4 | 170 | 39 | 45 | 44 | 58 | 44 | 48 | 23 | 23 | 6 | 0.31832987 
5 | 203 | 32 | 54 | 46 | 59 | 45 | 32 | 19 | 10 | 0 | 0.26775014 
6 | 224 | 42 | 51 | 65 | 46 | 39 | 19 | 10 | 4 | 0 | 0.22581568 
7 | 232 | 47 | 64 | 65 | 43 | 28 | 16 | 4 | 1 | 0 | 0.20329486 
8 | 227 | 69 | 61 | 75 | 36 | 25 | 7 | 0 | 0 | 0 | 0.1881722 
9 | 219 | 81 | 74 | 75 | 30 | 16 | 5 | 0 | 0 | 0 | 0.18145156 
10 | 211 | 89 | 88 | 73 | 27 | 11 | 1 | 0 | 0 | 0 | 0.17811188 
11 | 191 | 115 | 99 | 64 | 24 | 7 | 0 | 0 | 0 | 0 | 0.17763394 
12 | 174 | 134 | 110 | 59 | 19 | 4 | 0 | 0 | 0 | 0 | 0.17778014 
13 | 152 | 162 | 114 | 58 | 12 | 2 | 0 | 0 | 0 | 0 | 0.17771757 
14 | 132 | 183 | 120 | 56 | 8 | 1 | 0 | 0 | 0 | 0 | 0.17782791 
15 | 102 | 215 | 130 | 48 | 5 | 0 | 0 | 0 | 0 | 0 | 0.17777127 
16 | 73 | 247 | 140 | 37 | 3 | 0 | 0 | 0 | 0 | 0 | 0.17765003 
17 | 52 | 271 | 151 | 24 | 2 | 0 | 0 | 0 | 0 | 0 | 0.17757982 
18 | 34 | 295 | 147 | 23 | 1 | 0 | 0 | 0 | 0 | 0 | 0.17795195 
19 | 18 | 322 | 145 | 15 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1777227 
20 | 9 | 333 | 150 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17787357 
21 | 4 | 342 | 150 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17769565 
22 | 1 | 352 | 143 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17774959 
23 | 0 | 356 | 143 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1775813 
24 | 0 | 367 | 132 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17759345 
25 | 0 | 375 | 124 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17773625 
26 | 0 | 382 | 118 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17783152 
27 | 0 | 394 | 106 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17789128 
28 | 0 | 402 | 98 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1778601 
29 | 0 | 414 | 86 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17789207 
30 | 0 | 422 | 78 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1779646 
31 | 0 | 432 | 68 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.178187 
32 | 0 | 442 | 58 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17824818 
33 | 0 | 451 | 49 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17839932 
34 | 0 | 461 | 39 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17839806 
35 | 0 | 469 | 31 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17836377 
36 | 0 | 481 | 19 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17839432 
37 | 0 | 490 | 10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17836915 
38 | 0 | 496 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1783783 
39 | 0 | 498 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832677 
40 | 0 | 498 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17835057 
41 | 0 | 498 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1783625 
42 | 0 | 499 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17835353 
43 | 0 | 499 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832218 
44 | 0 | 499 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1783149 
45 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17831936 
46 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17831764 
47 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17833915 
48 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17834024 
49 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832956 
50 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17831413 
51 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17831562 
52 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17833133 
53 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832142 
54 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832068 
55 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832865 
56 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17832142 
57 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17831676 
58 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17830098 
59 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.178286 
60 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828937 
61 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828692 
62 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828852 
63 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828766 
64 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828341 
65 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1782804 
66 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17827794 
67 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17827937 
68 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828017 
69 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17827764 
70 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17827617 
71 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828025 
72 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1782819 
73 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828082 
74 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828247 
75 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828217 
76 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828254 
77 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828362 
78 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828292 
79 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828336 
80 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828327 
81 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828435 
82 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828451 
83 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828439 
84 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828442 
85 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828426 
86 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828433 
87 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1782849 
88 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1782853 
89 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828521 
90 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828521 
91 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828514 
92 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828539 
93 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828523 
94 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.1782854 
95 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828526 
96 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828514 
97 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828499 
98 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828476 
99 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828451 
100 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.17828472 
-----------------GENEL TOPLAM-----------------------
101 | 26 | 413 | 33 | 9 | 5 | 3 | 2 | 1 | 1 | 1 | 0.18919931 
-----------------SAMPLE SONU-----------------------
-----------------SAMPLE-----------------------
1 | 48 | 57 | 50 | 47 | 51 | 44 | 55 | 60 | 47 | 41 | 0.49307507 
2 | 87 | 54 | 50 | 47 | 48 | 50 | 55 | 57 | 32 | 20 | 0.42585286 
3 | 123 | 42 | 55 | 53 | 48 | 51 | 56 | 39 | 28 | 5 | 0.3689389 
4 | 156 | 39 | 51 | 57 | 48 | 59 | 48 | 25 | 15 | 2 | 0.31980786 
5 | 182 | 37 | 59 | 63 | 42 | 59 | 33 | 19 | 6 | 0 | 0.27682787 
6 | 195 | 36 | 63 | 73 | 41 | 48 | 36 | 4 | 4 | 0 | 0.25323123 
7 | 207 | 42 | 69 | 77 | 45 | 33 | 24 | 3 | 0 | 0 | 0.22915594 
8 | 202 | 56 | 77 | 76 | 42 | 30 | 15 | 2 | 0 | 0 | 0.21871813 
9 | 190 | 73 | 87 | 77 | 40 | 23 | 9 | 1 | 0 | 0 | 0.20916459 
10 | 174 | 89 | 98 | 76 | 41 | 17 | 4 | 1 | 0 | 0 | 0.20735215 
11 | 151 | 112 | 102 | 86 | 36 | 10 | 3 | 0 | 0 | 0 | 0.20719525 
12 | 128 | 137 | 109 | 87 | 31 | 6 | 2 | 0 | 0 | 0 | 0.2061338 
13 | 106 | 163 | 116 | 83 | 28 | 4 | 0 | 0 | 0 | 0 | 0.20672546 
14 | 78 | 189 | 131 | 82 | 16 | 4 | 0 | 0 | 0 | 0 | 0.20733123 
15 | 52 | 209 | 145 | 80 | 12 | 2 | 0 | 0 | 0 | 0 | 0.20837453 
16 | 30 | 234 | 152 | 76 | 8 | 0 | 0 | 0 | 0 | 0 | 0.20831211 
17 | 15 | 242 | 177 | 62 | 4 | 0 | 0 | 0 | 0 | 0 | 0.2083853 
18 | 8 | 243 | 189 | 58 | 2 | 0 | 0 | 0 | 0 | 0 | 0.20860797 
19 | 1 | 250 | 202 | 46 | 1 | 0 | 0 | 0 | 0 | 0 | 0.20846546 
20 | 0 | 249 | 218 | 33 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20845994 
21 | 0 | 244 | 233 | 23 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20843886 
22 | 0 | 248 | 237 | 15 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2083337 
23 | 0 | 236 | 252 | 12 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2084974 
24 | 0 | 236 | 256 | 8 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20875606 
25 | 0 | 231 | 264 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20880982 
26 | 0 | 226 | 273 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20906019 
27 | 0 | 218 | 282 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20918342 
28 | 0 | 204 | 296 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20925556 
29 | 0 | 199 | 301 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20940796 
30 | 0 | 189 | 311 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2094904 
31 | 0 | 174 | 326 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20960867 
32 | 0 | 167 | 333 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20975852 
33 | 0 | 152 | 348 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20986989 
34 | 0 | 139 | 361 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20984778 
35 | 0 | 125 | 375 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2099946 
36 | 0 | 116 | 384 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2099982 
37 | 0 | 104 | 396 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.20997357 
38 | 0 | 91 | 409 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21002932 
39 | 0 | 75 | 425 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21000805 
40 | 0 | 60 | 440 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21005945 
41 | 0 | 50 | 450 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2100638 
42 | 0 | 40 | 460 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21007681 
43 | 0 | 26 | 474 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21010756 
44 | 0 | 16 | 484 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21011563 
45 | 0 | 8 | 492 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21011859 
46 | 0 | 6 | 494 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21012242 
47 | 0 | 2 | 498 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21012373 
48 | 0 | 1 | 499 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21013522 
49 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21011642 
50 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21013084 
51 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2101315 
52 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21012776 
53 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21013273 
54 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21013781 
55 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21014607 
56 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21014078 
57 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21015197 
58 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21014509 
59 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2101522 
60 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21014999 
61 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21014586 
62 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2101497 
63 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21015683 
64 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21016014 
65 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.2101672 
66 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21016869 
67 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21016307 
68 | 0 | 0 | 500 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0.21016066 
